protein_a,protein_b,length_aa,length_a,length_b,rank_count,peak_score_rank_1,peak_score_rank_2,peak_score_rank_3,peak_score_min,peak_score_max,ptm_rank_1,ptm_rank_2,ptm_rank_3,ptm_min,ptm_max,iptm_rank_1,iptm_rank_2,iptm_rank_3,iptm_min,iptm_max,max_pae_rank_1,max_pae_rank_2,max_pae_rank_3,max_pae_min,max_pae_max,bait,partner,peak_avg,peak_max_norm,peak_min_norm,peak_values_norm,ptm_avg,iptm_avg,ptm_values,iptm_values,uniprot_url
IFNA7_HUMAN,A1AG2_HUMAN,390,189,201,3,6.0,6.0,6.0,6.0,6.0,0.52,0.51,0.5,0.5,0.52,0.23,0.2,0.19,0.19,0.23,31.65625,31.5625,31.609375,31.5625,31.65625,A1AG2_HUMAN,IFNA7_HUMAN,0.8000000000000002,0.8,0.8,0.8:0.8:0.8,0.51,0.2066666666666667,0.52:0.51:0.5,0.23:0.2:0.19,https://www.uniprot.org/uniprotkb/IFNA7_HUMAN/entry
MASP2_HUMAN,A1AG2_HUMAN,887,686,201,3,18.0,22.0,22.0,18.0,22.0,0.55,0.54,0.53,0.53,0.55,0.2,0.16,0.16,0.16,0.2,31.71875,31.71875,31.71875,31.71875,31.71875,A1AG2_HUMAN,MASP2_HUMAN,0.31111111111111117,0.4,0.2666666666666667,0.4:0.267:0.267,0.54,0.17333333333333334,0.55:0.54:0.53,0.2:0.16:0.16,https://www.uniprot.org/uniprotkb/MASP2_HUMAN/entry
P2RX6_HUMAN,A1AG2_HUMAN,642,441,201,3,10.0,16.0,23.0,10.0,23.0,0.48,0.47,0.48,0.47,0.48,0.18,0.13,0.12,0.12,0.18,31.703125,31.71875,31.71875,31.703125,31.71875,A1AG2_HUMAN,P2RX6_HUMAN,0.45555555555555555,0.6666666666666667,0.23333333333333328,0.667:0.467:0.233,0.4766666666666666,0.14333333333333334,0.48:0.47:0.48,0.18:0.13:0.12,https://www.uniprot.org/uniprotkb/P2RX6_HUMAN/entry
P53_HUMAN,A1AG2_HUMAN,594,393,201,3,5.0,7.0,7.0,5.0,7.0,0.41,0.43,0.41,0.41,0.43,0.36,0.26,0.26,0.26,0.36,31.734375,31.71875,31.71875,31.71875,31.734375,A1AG2_HUMAN,P53_HUMAN,0.7888888888888889,0.8333333333333334,0.7666666666666666,0.833:0.767:0.767,0.4166666666666667,0.29333333333333333,0.41:0.43:0.41,0.36:0.26:0.26,https://www.uniprot.org/uniprotkb/P53_HUMAN/entry
PLMN_HUMAN,A1AG2_HUMAN,1011,810,201,3,8.0,13.0,21.0,8.0,21.0,0.74,0.71,0.72,0.71,0.74,0.29,0.21,0.15,0.15,0.29,31.6875,31.71875,31.703125,31.6875,31.71875,A1AG2_HUMAN,PLMN_HUMAN,0.5333333333333333,0.7333333333333334,0.30000000000000004,0.733:0.567:0.3,0.7233333333333333,0.21666666666666667,0.74:0.71:0.72,0.29:0.21:0.15,https://www.uniprot.org/uniprotkb/PLMN_HUMAN/entry
RENI_HUMAN,A1AG2_HUMAN,607,406,201,3,19.0,18.0,19.0,18.0,19.0,0.62,0.62,0.61,0.61,0.62,0.18,0.17,0.16,0.16,0.18,31.71875,31.71875,31.6875,31.6875,31.71875,A1AG2_HUMAN,RENI_HUMAN,0.37777777777777777,0.4,0.3666666666666667,0.367:0.4:0.367,0.6166666666666667,0.17,0.62:0.62:0.61,0.18:0.17:0.16,https://www.uniprot.org/uniprotkb/RENI_HUMAN/entry
SIAT1_HUMAN,A1AG2_HUMAN,607,406,201,3,7.0,11.0,10.0,7.0,11.0,0.59,0.58,0.58,0.58,0.59,0.27,0.23,0.22,0.22,0.27,31.6875,31.71875,31.71875,31.6875,31.71875,A1AG2_HUMAN,SIAT1_HUMAN,0.6888888888888888,0.7666666666666666,0.6333333333333333,0.767:0.633:0.667,0.5833333333333334,0.24,0.59:0.58:0.58,0.27:0.23:0.22,https://www.uniprot.org/uniprotkb/SIAT1_HUMAN/entry
TGFB1_HUMAN,A1AG2_HUMAN,591,390,201,3,10.0,19.0,21.0,10.0,21.0,0.44,0.45,0.46,0.44,0.46,0.19,0.16,0.13,0.13,0.19,31.71875,31.71875,31.6875,31.6875,31.71875,A1AG2_HUMAN,TGFB1_HUMAN,0.4444444444444445,0.6666666666666667,0.30000000000000004,0.667:0.367:0.3,0.45,0.16,0.44:0.45:0.46,0.19:0.16:0.13,https://www.uniprot.org/uniprotkb/TGFB1_HUMAN/entry
TRFE_HUMAN,A1AG2_HUMAN,899,698,201,3,3.0,8.0,19.0,3.0,19.0,0.67,0.7,0.68,0.67,0.7,0.46,0.27,0.18,0.18,0.46,31.703125,31.703125,31.703125,31.703125,31.703125,A1AG2_HUMAN,TRFE_HUMAN,0.6666666666666666,0.9,0.3666666666666667,0.9:0.733:0.367,0.6833333333333335,0.3033333333333333,0.67:0.7:0.68,0.46:0.27:0.18,https://www.uniprot.org/uniprotkb/TRFE_HUMAN/entry
UBB_HUMAN,A1AG2_HUMAN,430,229,201,3,6.0,14.0,19.0,6.0,19.0,0.57,0.49,0.48,0.48,0.57,0.44,0.16,0.13,0.13,0.44,31.671875,31.671875,31.6875,31.671875,31.6875,A1AG2_HUMAN,UBB_HUMAN,0.5666666666666668,0.8,0.3666666666666667,0.8:0.533:0.367,0.5133333333333333,0.24333333333333332,0.57:0.49:0.48,0.44:0.16:0.13,https://www.uniprot.org/uniprotkb/UBB_HUMAN/entry
VNN1_HUMAN,A1AG2_HUMAN,714,513,201,3,6.0,8.0,19.0,6.0,19.0,0.69,0.68,0.69,0.68,0.69,0.34,0.25,0.16,0.16,0.34,31.6875,31.71875,31.71875,31.6875,31.71875,A1AG2_HUMAN,VNN1_HUMAN,0.6333333333333334,0.8,0.3666666666666667,0.8:0.733:0.367,0.6866666666666666,0.25000000000000006,0.69:0.68:0.69,0.34:0.25:0.16,https://www.uniprot.org/uniprotkb/VNN1_HUMAN/entry
ALBU_HUMAN,A1AG2_HUMAN,810,609,201,3,4.0,4.0,7.0,4.0,7.0,0.67,0.68,0.65,0.65,0.68,0.46,0.41,0.3,0.3,0.46,31.6875,31.6875,31.703125,31.6875,31.703125,A1AG2_HUMAN,ALBU_HUMAN,0.8333333333333334,0.8666666666666667,0.7666666666666666,0.867:0.867:0.767,0.6666666666666666,0.38999999999999996,0.67:0.68:0.65,0.46:0.41:0.3,https://www.uniprot.org/uniprotkb/ALBU_HUMAN/entry
AMY1C_HUMAN,A1AG2_HUMAN,712,511,201,3,16.0,19.0,20.0,16.0,20.0,0.74,0.73,0.72,0.72,0.74,0.23,0.18,0.15,0.15,0.23,31.640625,31.703125,31.6875,31.640625,31.703125,A1AG2_HUMAN,AMY1C_HUMAN,0.3888888888888889,0.4666666666666667,0.33333333333333337,0.467:0.367:0.333,0.73,0.18666666666666668,0.74:0.73:0.72,0.23:0.18:0.15,https://www.uniprot.org/uniprotkb/AMY1C_HUMAN/entry
ANT3_HUMAN,A1AG2_HUMAN,665,464,201,3,4.0,5.0,5.0,4.0,5.0,0.75,0.64,0.64,0.64,0.75,0.59,0.29,0.27,0.27,0.59,31.71875,31.703125,31.734375,31.703125,31.734375,A1AG2_HUMAN,ANT3_HUMAN,0.8444444444444446,0.8666666666666667,0.8333333333333334,0.867:0.833:0.833,0.6766666666666667,0.3833333333333333,0.75:0.64:0.64,0.59:0.29:0.27,https://www.uniprot.org/uniprotkb/ANT3_HUMAN/entry
CALC_HUMAN,A1AG2_HUMAN,342,141,201,3,3.0,3.0,3.0,3.0,3.0,0.6,0.57,0.57,0.57,0.6,0.37,0.35,0.33,0.33,0.37,31.6875,31.71875,31.6875,31.6875,31.71875,A1AG2_HUMAN,CALC_HUMAN,0.9,0.9,0.9,0.9:0.9:0.9,0.58,0.35000000000000003,0.6:0.57:0.57,0.37:0.35:0.33,https://www.uniprot.org/uniprotkb/CALC_HUMAN/entry
CATB_HUMAN,A1AG2_HUMAN,540,339,201,3,12.0,11.0,13.0,11.0,13.0,0.61,0.6,0.61,0.6,0.61,0.18,0.18,0.15,0.15,0.18,31.671875,31.703125,31.71875,31.671875,31.71875,A1AG2_HUMAN,CATB_HUMAN,0.6,0.6333333333333333,0.5666666666666667,0.6:0.633:0.567,0.6066666666666666,0.17,0.61:0.6:0.61,0.18:0.18:0.15,https://www.uniprot.org/uniprotkb/CATB_HUMAN/entry
CATH_HUMAN,A1AG2_HUMAN,536,335,201,3,11.0,11.0,18.0,11.0,18.0,0.6,0.59,0.6,0.59,0.6,0.17,0.16,0.13,0.13,0.17,31.71875,31.703125,31.671875,31.671875,31.71875,A1AG2_HUMAN,CATH_HUMAN,0.5555555555555555,0.6333333333333333,0.4,0.633:0.633:0.4,0.5966666666666667,0.15333333333333335,0.6:0.59:0.6,0.17:0.16:0.13,https://www.uniprot.org/uniprotkb/CATH_HUMAN/entry
CCS_HUMAN,A1AG2_HUMAN,475,274,201,3,6.0,10.0,15.0,6.0,15.0,0.53,0.51,0.52,0.51,0.53,0.3,0.18,0.16,0.16,0.3,31.703125,31.6875,31.640625,31.640625,31.703125,A1AG2_HUMAN,CCS_HUMAN,0.6555555555555556,0.8,0.5,0.8:0.667:0.5,0.52,0.21333333333333335,0.53:0.51:0.52,0.3:0.18:0.16,https://www.uniprot.org/uniprotkb/CCS_HUMAN/entry
CO8B_HUMAN,A1AG2_HUMAN,792,591,201,3,12.0,8.0,16.0,8.0,16.0,0.59,0.62,0.64,0.59,0.64,0.31,0.24,0.15,0.15,0.31,31.671875,31.6875,31.71875,31.671875,31.71875,A1AG2_HUMAN,CO8B_HUMAN,0.6000000000000001,0.7333333333333334,0.4666666666666667,0.6:0.733:0.467,0.6166666666666667,0.23333333333333336,0.59:0.62:0.64,0.31:0.24:0.15,https://www.uniprot.org/uniprotkb/CO8B_HUMAN/entry
CO9_HUMAN,A1AG2_HUMAN,760,559,201,3,6.0,5.0,18.0,5.0,18.0,0.63,0.53,0.49,0.49,0.63,0.58,0.39,0.14,0.14,0.58,31.6875,31.703125,31.71875,31.6875,31.71875,A1AG2_HUMAN,CO9_HUMAN,0.6777777777777777,0.8333333333333334,0.4,0.8:0.833:0.4,0.55,0.36999999999999994,0.63:0.53:0.49,0.58:0.39:0.14,https://www.uniprot.org/uniprotkb/CO9_HUMAN/entry
CP1A1_HUMAN,A1AG2_HUMAN,713,512,201,3,16.0,15.0,20.0,15.0,20.0,0.7,0.7,0.7,0.7,0.7,0.15,0.15,0.13,0.13,0.15,31.6875,31.6875,31.671875,31.671875,31.6875,A1AG2_HUMAN,CP1A1_HUMAN,0.43333333333333335,0.5,0.33333333333333337,0.467:0.5:0.333,0.6999999999999998,0.14333333333333334,0.7:0.7:0.7,0.15:0.15:0.13,https://www.uniprot.org/uniprotkb/CP1A1_HUMAN/entry
CTRB1_HUMAN,A1AG2_HUMAN,464,263,201,3,10.0,10.0,12.0,10.0,12.0,0.6,0.59,0.58,0.58,0.6,0.21,0.18,0.17,0.17,0.21,31.6875,31.6875,31.640625,31.640625,31.6875,A1AG2_HUMAN,CTRB1_HUMAN,0.6444444444444445,0.6666666666666667,0.6,0.667:0.667:0.6,0.59,0.18666666666666668,0.6:0.59:0.58,0.21:0.18:0.17,https://www.uniprot.org/uniprotkb/CTRB1_HUMAN/entry
CXL10_HUMAN,A1AG2_HUMAN,299,98,201,3,8.0,9.0,14.0,8.0,14.0,0.64,0.64,0.61,0.61,0.64,0.21,0.21,0.15,0.15,0.21,31.6875,31.578125,31.578125,31.578125,31.6875,A1AG2_HUMAN,CXL10_HUMAN,0.6555555555555556,0.7333333333333334,0.5333333333333333,0.733:0.7:0.533,0.63,0.18999999999999997,0.64:0.64:0.61,0.21:0.21:0.15,https://www.uniprot.org/uniprotkb/CXL10_HUMAN/entry
DEF4_HUMAN,A1AG2_HUMAN,298,97,201,3,7.0,9.0,10.0,7.0,10.0,0.64,0.63,0.63,0.63,0.64,0.2,0.18,0.17,0.17,0.2,31.71875,31.703125,31.671875,31.671875,31.71875,A1AG2_HUMAN,DEF4_HUMAN,0.7111111111111111,0.7666666666666666,0.6666666666666667,0.767:0.7:0.667,0.6333333333333333,0.18333333333333335,0.64:0.63:0.63,0.2:0.18:0.17,https://www.uniprot.org/uniprotkb/DEF4_HUMAN/entry
EPO_HUMAN,A1AG2_HUMAN,394,193,201,3,5.0,5.0,17.0,5.0,17.0,0.54,0.53,0.51,0.51,0.54,0.2,0.19,0.14,0.14,0.2,31.640625,31.671875,31.71875,31.640625,31.71875,A1AG2_HUMAN,EPO_HUMAN,0.7000000000000001,0.8333333333333334,0.43333333333333335,0.833:0.833:0.433,0.5266666666666667,0.17666666666666667,0.54:0.53:0.51,0.2:0.19:0.14,https://www.uniprot.org/uniprotkb/EPO_HUMAN/entry
FA12_HUMAN,A1AG2_HUMAN,816,615,201,3,14.0,14.0,19.0,14.0,19.0,0.64,0.63,0.64,0.63,0.64,0.24,0.24,0.19,0.19,0.24,31.71875,31.71875,31.6875,31.6875,31.71875,A1AG2_HUMAN,FA12_HUMAN,0.4777777777777778,0.5333333333333333,0.3666666666666667,0.533:0.533:0.367,0.6366666666666667,0.2233333333333333,0.64:0.63:0.64,0.24:0.24:0.19,https://www.uniprot.org/uniprotkb/FA12_HUMAN/entry
FABPL_HUMAN,A1AG2_HUMAN,328,127,201,3,8.0,7.0,12.0,7.0,12.0,0.58,0.59,0.57,0.57,0.59,0.21,0.19,0.17,0.17,0.21,30.703125,31.453125,31.375,30.703125,31.453125,A1AG2_HUMAN,FABPL_HUMAN,0.7000000000000001,0.7666666666666666,0.6,0.733:0.767:0.6,0.58,0.19000000000000003,0.58:0.59:0.57,0.21:0.19:0.17,https://www.uniprot.org/uniprotkb/FABPL_HUMAN/entry
HPT_HUMAN,A1AG2_HUMAN,607,406,201,3,4.0,5.0,4.0,4.0,5.0,0.52,0.53,0.51,0.51,0.53,0.4,0.29,0.27,0.27,0.4,31.71875,31.703125,31.71875,31.703125,31.71875,A1AG2_HUMAN,HPT_HUMAN,0.8555555555555556,0.8666666666666667,0.8333333333333334,0.867:0.833:0.867,0.52,0.32,0.52:0.53:0.51,0.4:0.29:0.27,https://www.uniprot.org/uniprotkb/HPT_HUMAN/entry
HS90B_HUMAN,A1AG2_HUMAN,925,724,201,3,20.0,21.0,19.0,19.0,21.0,0.61,0.63,0.59,0.59,0.63,0.19,0.17,0.14,0.14,0.19,31.703125,31.734375,31.734375,31.703125,31.734375,A1AG2_HUMAN,HS90B_HUMAN,0.3333333333333333,0.3666666666666667,0.30000000000000004,0.333:0.3:0.367,0.61,0.16666666666666666,0.61:0.63:0.59,0.19:0.17:0.14,https://www.uniprot.org/uniprotkb/HS90B_HUMAN/entry
ICAM2_HUMAN,A1AG2_HUMAN,476,275,201,3,6.0,12.0,15.0,6.0,15.0,0.46,0.44,0.44,0.44,0.46,0.36,0.13,0.12,0.12,0.36,31.734375,31.734375,31.71875,31.71875,31.734375,A1AG2_HUMAN,ICAM2_HUMAN,0.6333333333333333,0.8,0.5,0.8:0.6:0.5,0.4466666666666667,0.20333333333333334,0.46:0.44:0.44,0.36:0.13:0.12,https://www.uniprot.org/uniprotkb/ICAM2_HUMAN/entry
IFN21_HUMAN,A1AG2_HUMAN,390,189,201,3,4.0,5.0,7.0,4.0,7.0,0.55,0.52,0.51,0.51,0.55,0.37,0.22,0.19,0.19,0.37,31.609375,31.671875,31.671875,31.609375,31.671875,A1AG2_HUMAN,IFN21_HUMAN,0.8222222222222223,0.8666666666666667,0.7666666666666666,0.867:0.833:0.767,0.5266666666666667,0.26,0.55:0.52:0.51,0.37:0.22:0.19,https://www.uniprot.org/uniprotkb/IFN21_HUMAN/entry
INS_HUMAN,A1AG2_HUMAN,311,110,201,3,4.0,6.0,10.0,4.0,10.0,0.65,0.65,0.62,0.62,0.65,0.28,0.26,0.18,0.18,0.28,31.671875,31.71875,31.71875,31.671875,31.71875,A1AG2_HUMAN,INS_HUMAN,0.7777777777777778,0.8666666666666667,0.6666666666666667,0.867:0.8:0.667,0.64,0.24,0.65:0.65:0.62,0.28:0.26:0.18,https://www.uniprot.org/uniprotkb/INS_HUMAN/entry
KAD1_HUMAN,A1AG2_HUMAN,395,194,201,3,6.0,10.0,11.0,6.0,11.0,0.72,0.61,0.52,0.52,0.72,0.58,0.36,0.18,0.18,0.58,31.640625,31.5625,31.625,31.5625,31.640625,A1AG2_HUMAN,KAD1_HUMAN,0.7000000000000001,0.8,0.6333333333333333,0.8:0.667:0.633,0.6166666666666667,0.3733333333333333,0.72:0.61:0.52,0.58:0.36:0.18,https://www.uniprot.org/uniprotkb/KAD1_HUMAN/entry
KLK3_HUMAN,A1AG2_HUMAN,462,261,201,3,2.0,3.0,8.0,2.0,8.0,0.62,0.68,0.56,0.56,0.68,0.53,0.41,0.26,0.26,0.53,31.515625,31.625,31.5,31.5,31.625,A1AG2_HUMAN,KLK3_HUMAN,0.8555555555555556,0.9333333333333333,0.7333333333333334,0.933:0.9:0.733,0.62,0.39999999999999997,0.62:0.68:0.56,0.53:0.41:0.26,https://www.uniprot.org/uniprotkb/KLK3_HUMAN/entry
LBP_HUMAN,A1AG2_HUMAN,682,481,201,3,11.0,17.0,21.0,11.0,21.0,0.62,0.63,0.63,0.62,0.63,0.14,0.14,0.13,0.13,0.14,31.640625,31.703125,31.71875,31.640625,31.71875,A1AG2_HUMAN,LBP_HUMAN,0.45555555555555555,0.6333333333333333,0.30000000000000004,0.633:0.433:0.3,0.6266666666666666,0.1366666666666667,0.62:0.63:0.63,0.14:0.14:0.13,https://www.uniprot.org/uniprotkb/LBP_HUMAN/entry
RNAS1_HUMAN,A1AG2_HUMAN,357,156,201,3,10.0,6.0,8.0,6.0,10.0,0.62,0.58,0.58,0.58,0.62,0.31,0.25,0.23,0.23,0.31,31.703125,31.546875,31.609375,31.546875,31.703125,A1AG2_HUMAN,RNAS1_HUMAN,0.7333333333333334,0.8,0.6666666666666667,0.667:0.8:0.733,0.5933333333333333,0.26333333333333336,0.62:0.58:0.58,0.31:0.25:0.23,https://www.uniprot.org/uniprotkb/RNAS1_HUMAN/entry
SAA1_HUMAN,A1AG2_HUMAN,323,122,201,3,8.0,9.0,9.0,8.0,9.0,0.6,0.59,0.59,0.59,0.6,0.19,0.19,0.18,0.18,0.19,31.265625,31.53125,31.140625,31.140625,31.53125,A1AG2_HUMAN,SAA1_HUMAN,0.7111111111111111,0.7333333333333334,0.7,0.733:0.7:0.7,0.5933333333333333,0.18666666666666668,0.6:0.59:0.59,0.19:0.19:0.18,https://www.uniprot.org/uniprotkb/SAA1_HUMAN/entry
SG1D1_HUMAN,A1AG2_HUMAN,291,90,201,3,8.0,11.0,18.0,8.0,18.0,0.63,0.63,0.62,0.62,0.63,0.32,0.16,0.11,0.11,0.32,31.515625,31.609375,31.5625,31.515625,31.609375,A1AG2_HUMAN,SG1D1_HUMAN,0.5888888888888889,0.7333333333333334,0.4,0.733:0.633:0.4,0.6266666666666666,0.19666666666666666,0.63:0.63:0.62,0.32:0.16:0.11,https://www.uniprot.org/uniprotkb/SG1D1_HUMAN/entry
SHBG_HUMAN,A1AG2_HUMAN,603,402,201,3,9.0,8.0,11.0,8.0,11.0,0.63,0.62,0.59,0.59,0.63,0.24,0.2,0.19,0.19,0.24,31.703125,31.6875,31.671875,31.671875,31.703125,A1AG2_HUMAN,SHBG_HUMAN,0.6888888888888888,0.7333333333333334,0.6333333333333333,0.7:0.733:0.633,0.6133333333333333,0.21,0.63:0.62:0.59,0.24:0.2:0.19,https://www.uniprot.org/uniprotkb/SHBG_HUMAN/entry
TRFL_HUMAN,A1AG2_HUMAN,911,710,201,3,8.0,10.0,18.0,8.0,18.0,0.71,0.72,0.73,0.71,0.73,0.26,0.25,0.17,0.17,0.26,31.703125,31.703125,31.671875,31.671875,31.703125,A1AG2_HUMAN,TRFL_HUMAN,0.6000000000000001,0.7333333333333334,0.4,0.733:0.667:0.4,0.7200000000000001,0.22666666666666668,0.71:0.72:0.73,0.26:0.25:0.17,https://www.uniprot.org/uniprotkb/TRFL_HUMAN/entry
UBC_HUMAN,A1AG2_HUMAN,886,685,201,3,17.0,22.0,24.0,17.0,24.0,0.32,0.31,0.31,0.31,0.32,0.2,0.15,0.14,0.14,0.2,31.65625,31.671875,31.703125,31.65625,31.703125,A1AG2_HUMAN,UBC_HUMAN,0.3,0.43333333333333335,0.19999999999999996,0.433:0.267:0.2,0.3133333333333333,0.16333333333333333,0.32:0.31:0.31,0.2:0.15:0.14,https://www.uniprot.org/uniprotkb/UBC_HUMAN/entry
VAV_HUMAN,A1AG2_HUMAN,1046,845,201,3,21.0,21.0,23.0,21.0,23.0,0.57,0.54,0.52,0.52,0.57,0.17,0.16,0.15,0.15,0.17,31.703125,31.703125,31.6875,31.6875,31.703125,A1AG2_HUMAN,VAV_HUMAN,0.2777777777777778,0.30000000000000004,0.23333333333333328,0.3:0.3:0.233,0.5433333333333333,0.16,0.57:0.54:0.52,0.17:0.16:0.15,https://www.uniprot.org/uniprotkb/VAV_HUMAN/entry
VGFR1_HUMAN,A1AG2_HUMAN,1539,1338,201,3,7.0,15.0,20.0,7.0,20.0,0.36,0.37,0.36,0.36,0.37,0.34,0.3,0.24,0.24,0.34,31.71875,31.703125,31.71875,31.703125,31.71875,A1AG2_HUMAN,VGFR1_HUMAN,0.5333333333333333,0.7666666666666666,0.33333333333333337,0.767:0.5:0.333,0.3633333333333333,0.29333333333333333,0.36:0.37:0.36,0.34:0.3:0.24,https://www.uniprot.org/uniprotkb/VGFR1_HUMAN/entry
VNN2_HUMAN,A1AG2_HUMAN,721,520,201,3,8.0,8.0,15.0,8.0,15.0,0.67,0.67,0.69,0.67,0.69,0.23,0.21,0.19,0.19,0.23,31.703125,31.65625,31.703125,31.65625,31.703125,A1AG2_HUMAN,VNN2_HUMAN,0.6555555555555556,0.7333333333333334,0.5,0.733:0.733:0.5,0.6766666666666667,0.21,0.67:0.67:0.69,0.23:0.21:0.19,https://www.uniprot.org/uniprotkb/VNN2_HUMAN/entry
A1AT_HUMAN,A1AG2_HUMAN,619,418,201,3,7.0,9.0,10.0,7.0,10.0,0.62,0.61,0.63,0.61,0.63,0.24,0.21,0.2,0.2,0.24,31.703125,31.671875,31.703125,31.671875,31.703125,A1AG2_HUMAN,A1AT_HUMAN,0.7111111111111111,0.7666666666666666,0.6666666666666667,0.767:0.7:0.667,0.62,0.21666666666666665,0.62:0.61:0.63,0.24:0.21:0.2,https://www.uniprot.org/uniprotkb/A1AT_HUMAN/entry
ABL1_HUMAN,A1AG2_HUMAN,1331,1130,201,3,12.0,12.0,12.0,12.0,12.0,0.45,0.42,0.43,0.42,0.45,0.33,0.3,0.26,0.26,0.33,31.734375,31.71875,31.703125,31.703125,31.734375,A1AG2_HUMAN,ABL1_HUMAN,0.6,0.6,0.6,0.6:0.6:0.6,0.43333333333333335,0.2966666666666667,0.45:0.42:0.43,0.33:0.3:0.26,https://www.uniprot.org/uniprotkb/ABL1_HUMAN/entry
ADH4_HUMAN,A1AG2_HUMAN,581,380,201,3,15.0,15.0,16.0,15.0,16.0,0.68,0.67,0.67,0.67,0.68,0.17,0.16,0.15,0.15,0.17,31.65625,31.65625,31.625,31.625,31.65625,A1AG2_HUMAN,ADH4_HUMAN,0.48888888888888893,0.5,0.4666666666666667,0.5:0.5:0.467,0.6733333333333333,0.16,0.68:0.67:0.67,0.17:0.16:0.15,https://www.uniprot.org/uniprotkb/ADH4_HUMAN/entry
ANGT_HUMAN,A1AG2_HUMAN,677,476,201,3,17.0,16.0,19.0,16.0,19.0,0.68,0.67,0.66,0.66,0.68,0.17,0.17,0.13,0.13,0.17,31.71875,31.71875,31.6875,31.6875,31.71875,A1AG2_HUMAN,ANGT_HUMAN,0.4222222222222222,0.4666666666666667,0.3666666666666667,0.433:0.467:0.367,0.67,0.15666666666666668,0.68:0.67:0.66,0.17:0.17:0.13,https://www.uniprot.org/uniprotkb/ANGT_HUMAN/entry
APOA_HUMAN,A1AG2_HUMAN,2241,2040,201,3,4.0,5.0,9.0,4.0,9.0,0.32,0.32,0.31,0.31,0.32,0.72,0.59,0.45,0.45,0.72,31.703125,31.703125,31.734375,31.703125,31.734375,A1AG2_HUMAN,APOA_HUMAN,0.8000000000000002,0.8666666666666667,0.7,0.867:0.833:0.7,0.31666666666666665,0.5866666666666667,0.32:0.32:0.31,0.72:0.59:0.45,https://www.uniprot.org/uniprotkb/APOA_HUMAN/entry
APOE_HUMAN,A1AG2_HUMAN,518,317,201,3,7.0,7.0,9.0,7.0,9.0,0.43,0.44,0.44,0.43,0.44,0.24,0.23,0.22,0.22,0.24,31.71875,31.65625,31.703125,31.65625,31.71875,A1AG2_HUMAN,APOE_HUMAN,0.7444444444444445,0.7666666666666666,0.7,0.767:0.767:0.7,0.4366666666666667,0.22999999999999998,0.43:0.44:0.44,0.24:0.23:0.22,https://www.uniprot.org/uniprotkb/APOE_HUMAN/entry
APOH_HUMAN,A1AG2_HUMAN,546,345,201,3,20.0,20.0,23.0,20.0,23.0,0.46,0.45,0.46,0.45,0.46,0.15,0.11,0.09,0.09,0.15,31.703125,31.71875,31.703125,31.703125,31.71875,A1AG2_HUMAN,APOH_HUMAN,0.3,0.33333333333333337,0.23333333333333328,0.333:0.333:0.233,0.4566666666666667,0.11666666666666665,0.46:0.45:0.46,0.15:0.11:0.09,https://www.uniprot.org/uniprotkb/APOH_HUMAN/entry
ARGI1_HUMAN,A1AG2_HUMAN,523,322,201,3,1.0,4.0,10.0,1.0,10.0,0.91,0.79,0.69,0.69,0.91,0.88,0.63,0.32,0.32,0.88,31.53125,31.578125,31.609375,31.53125,31.609375,A1AG2_HUMAN,ARGI1_HUMAN,0.8333333333333334,0.9666666666666667,0.6666666666666667,0.967:0.867:0.667,0.7966666666666667,0.61,0.91:0.79:0.69,0.88:0.63:0.32,https://www.uniprot.org/uniprotkb/ARGI1_HUMAN/entry
CATD_HUMAN,A1AG2_HUMAN,613,412,201,3,11.0,12.0,13.0,11.0,13.0,0.61,0.61,0.61,0.61,0.61,0.17,0.17,0.15,0.15,0.17,31.703125,31.65625,31.6875,31.65625,31.703125,A1AG2_HUMAN,CATD_HUMAN,0.6,0.6333333333333333,0.5666666666666667,0.633:0.6:0.567,0.61,0.16333333333333333,0.61:0.61:0.61,0.17:0.17:0.15,https://www.uniprot.org/uniprotkb/CATD_HUMAN/entry
CBPN_HUMAN,A1AG2_HUMAN,659,458,201,3,16.0,19.0,19.0,16.0,19.0,0.64,0.64,0.64,0.64,0.64,0.15,0.14,0.13,0.13,0.15,31.734375,31.6875,31.71875,31.6875,31.734375,A1AG2_HUMAN,CBPN_HUMAN,0.4000000000000001,0.4666666666666667,0.3666666666666667,0.467:0.367:0.367,0.64,0.14,0.64:0.64:0.64,0.15:0.14:0.13,https://www.uniprot.org/uniprotkb/CBPN_HUMAN/entry
CLUS_HUMAN,A1AG2_HUMAN,650,449,201,3,11.0,10.0,14.0,10.0,14.0,0.59,0.53,0.54,0.53,0.59,0.35,0.2,0.17,0.17,0.35,31.71875,31.71875,31.71875,31.71875,31.71875,A1AG2_HUMAN,CLUS_HUMAN,0.6111111111111112,0.6666666666666667,0.5333333333333333,0.633:0.667:0.533,0.5533333333333333,0.24000000000000002,0.59:0.53:0.54,0.35:0.2:0.17,https://www.uniprot.org/uniprotkb/CLUS_HUMAN/entry
